id,venue_id,name,logo_url
1095,23,2014 Buffalo's Funniest Person Contest Registration,
1090,23,MC Workshop,
1091,23,I Wanna Pay My Bills With Comedy! A Seminar In Working the Profession From a Professional Comic,
1093,23,Helium Gift Certificates,
1096,23,Helium Comedy Gift Certificates,
1097,23,Helium Comedy Gift Certificates,
1098,23,CATS Fundraiser  featuring Ted Alexandro,
1094,23,Helium Comedy Gift Certificates,
1089,23,Intro to Stand Up Class,
1092,23,2013 Buffalo's Funniest Person Contest,
1099,23,Helium Comedy Gift Certificates,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1747/original/Helium_logo.jpg?1424101008
1265,23,Test Event,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/308/original/Joe_Rogan.jpg?1417532489
1088,23,Helium Comedy Club Gift Certificate,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/639/original/eve_2791_lrg.jpg?1417536406
2805,23,3rd Annual Buffalo's Funniest Person Registration,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/2402/original/ALL_Funniest2015_Prelim_SEAT_0406153.jpg?1428346599
