id,order_number,ticket_name,ticket_price,printed,promo_code_id,checked_in
7705-946488,7705,General Admission,3000,False,,False
7705-808194,7705,General Admission,3000,False,,False
131930-888031,131930,General Admission,3000,False,,False
131930-460109,131930,General Admission,3000,False,,False
43861-411521,43861,Reserved,3800,False,,False
43861-809382,43861,Reserved,3800,False,,False
43861-584112,43861,Reserved,3800,False,,False
43861-016927,43861,Reserved,3800,False,,False
43861-736298,43861,Reserved,3800,False,,False
43861-447118,43861,Reserved,3800,False,,False
131788-583353,131788,General Admission,3000,False,,False
131788-487094,131788,General Admission,3000,False,,False
135328-737583,135328,General Admission,3000,False,,False
135328-972078,135328,General Admission,3000,False,,False
135328-273426,135328,General Admission,3000,False,,False
133660-159794,133660,General Admission,3000,False,,False
133660-403859,133660,General Admission,3000,False,,False
133506-945643,133506,General Admission,3000,False,,False
133506-978251,133506,General Admission,3000,False,,False
131947-424990,131947,General Admission,3000,False,,False
131947-742421,131947,General Admission,3000,False,,False
131947-561655,131947,General Admission,3000,False,,False
131947-231649,131947,General Admission,3000,False,,False
79587-976838,79587,Reserved,3800,False,,False
79587-652850,79587,Reserved,3800,False,,False
133432-978678,133432,General Admission,3000,False,,False
131940-704517,131940,General Admission,3000,False,,False
131940-252701,131940,General Admission,3000,False,,False
131940-261908,131940,General Admission,3000,False,,False
131940-260278,131940,General Admission,3000,False,,False
134804-543431,134804,General Admission,3000,False,,False
134804-109141,134804,General Admission,3000,False,,False
25501-406680,25501,Reserved,3800,False,,False
25501-735102,25501,Reserved,3800,False,,False
133707-509961,133707,General Admission,3000,False,,False
133707-616201,133707,General Admission,3000,False,,False
141398-681233,141398,Reserved,3800,False,,False
141398-068589,141398,Reserved,3800,False,,False
80214-824735,80214,General Admission,3000,False,,False
80214-539438,80214,General Admission,3000,False,,False
132294-851167,132294,General Admission,3000,False,,False
132294-082783,132294,General Admission,3000,False,,False
46325-343776,46325,General Admission,3000,False,,False
46325-283955,46325,General Admission,3000,False,,False
131906-232881,131906,General Admission,3000,False,,False
32531-989776,32531,Reserved,3800,False,,False
89851-141609,89851,General Admission,3000,False,,False
89851-777231,89851,General Admission,3000,False,,False
27779-159173,27779,Reserved,3800,False,,False
27779-090985,27779,Reserved,3800,False,,False
27779-176342,27779,Reserved,3800,False,,False
137064-363403,137064,General Admission,3000,False,,False
137064-877754,137064,General Admission,3000,False,,False
137064-948225,137064,General Admission,3000,False,,False
137064-826738,137064,General Admission,3000,False,,False
103565-841149,103565,General Admission,3000,False,,False
103565-859648,103565,General Admission,3000,False,,False
144413-779734,144413,Reserved,3800,False,,False
144413-552704,144413,Reserved,3800,False,,False
131574-335564,131574,General Admission,3000,False,,False
131574-479295,131574,General Admission,3000,False,,False
131574-315739,131574,General Admission,3000,False,,False
131574-378601,131574,General Admission,3000,False,,False
131574-828047,131574,General Admission,3000,False,,False
133387-458388,133387,General Admission,3000,False,,False
133387-193630,133387,General Admission,3000,False,,False
35946-071487,35946,General Admission,3000,False,,False
35946-502738,35946,General Admission,3000,False,,False
32724-415264,32724,Reserved,3800,False,,False
22908-722732,22908,Reserved,3800,False,,False
22908-382277,22908,Reserved,3800,False,,False
133512-584677,133512,General Admission,3000,False,,False
133512-890862,133512,General Admission,3000,False,,False
133512-986171,133512,General Admission,3000,False,,False
133512-215179,133512,General Admission,3000,False,,False
141766-901496,141766,General Admission,3000,False,,False
141766-760529,141766,General Admission,3000,False,,False
132557-787551,132557,General Admission,3000,False,,False
132557-976344,132557,General Admission,3000,False,,False
132557-713695,132557,General Admission,3000,False,,False
87026-294535,87026,General Admission,3000,False,,False
87026-714367,87026,General Admission,3000,False,,False
100909-137517,100909,General Admission,3000,False,,False
100909-215759,100909,General Admission,3000,False,,False
133133-000276,133133,General Admission,3000,False,,False
133133-717667,133133,General Admission,3000,False,,False
133133-402598,133133,General Admission,3000,False,,False
27757-894082,27757,General Admission,3000,False,,False
27757-633254,27757,General Admission,3000,False,,False
134792-915801,134792,General Admission,3000,False,,False
134792-619590,134792,General Admission,3000,False,,False
133228-728088,133228,General Admission,3000,False,,False
42905-246164,42905,Reserved,3800,False,,False
42905-425005,42905,Reserved,3800,False,,False
135581-042297,135581,General Admission,3000,False,,False
90453-824486,90453,General Admission,3000,False,,False
131771-927460,131771,General Admission,3000,False,,False
131771-145059,131771,General Admission,3000,False,,False
149356-015339,149356,General Admission,3000,False,,False
149356-684709,149356,General Admission,3000,False,,False
132790-119819,132790,General Admission,3000,False,,False
132790-841462,132790,General Admission,3000,False,,False
133318-852457,133318,General Admission,3000,False,,False
133318-889068,133318,General Admission,3000,False,,False
60527-050170,60527,Reserved,3800,False,,False
60527-897695,60527,Reserved,3800,False,,False
60527-834342,60527,Reserved,3800,False,,False
