id,venue_id,name,logo_url
23512,297,Joe Matarese,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14762/original/data?1492176943
21714,297,Krystyna Hutchinson & Corinne Fisher,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17144/original/data?1511210821
23513,297,Roy Wood Jr.,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18684/original/data?1524071674
23514,297,Jeff Norris,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18687/original/data?1524075916
20064,297,Joe Machi,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1761/original/Joe_Machi_SE.jpg?1424701007
20038,297,Rich Vos,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/521/original/Rich_Vos_SE.jpg?1417535004
20046,297,Sorry We're Closed,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/7889/original/Closed_Sign_Web.jpg?1443204257
19901,297,Gary Gulman,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1442/original/Gary_Gulman_SE.jpg?1419355133
20065,297,Chris Redd,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16790/original/data?1507733799
20009,297,Dan Cummins,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1443/original/Dan_Cummins_SE.jpg?1419359360
20037,297,Joe List,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1337/original/Joe_List_SE.png?1418930829
20267,297,Andrew Schulz,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8747/original/data?1449246023
20272,297,Craig Gass,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16878/original/data?1508519725
20137,297,Todd Glass,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8739/original/data?1449238038
20268,297,Pete Correale - Old Event,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/588/original/Pete_Correale.jpg?1417535798
20036,297,Dom Irrera,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8334/original/Dom_Irrera_SE.jpg?1446219921
20270,297,Greg Fitzsimmons,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8341/original/Greg_Fitzsimmons_SE_2.jpg?1446223258
20397,297,Pete Correale - Test,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/588/original/Pete_Correale.jpg?1417535798
20271,297,Drew Lynch,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8053/original/Drew_Lynch_SE.jpg?1444246105
20269,297,Steve Treviño - Old Event,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13104/original/data?1479247505
20400,297,Steve Treviño,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13104/original/data?1479247505
20034,297,Bobby Collins,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16779/original/data?1507628539
20697,297,New Year's Eve With Paul Bond,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17010/original/data?1509718919
20957,297,Test,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/12736/original/data?1476468281
21183,297,Taylor Strecker IRL ft. Carly Aquilino & Emma Willmann,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16446/original/data?1505834204
21181,297,Michael Kosta,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17282/original/data?1512505003
21936,297,Theo Von,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18365/original/data?1521839164
20398,297,Pete Correale,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17072/original/data?1510319790
21182,297,Mike Burton,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17283/original/data?1512505738
21185,297,Adam Ferrara,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16/original/Adam_Ferrara_SE.jpg?1417529054
20888,297,Dan Soder,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1282/original/Dan_Soder_SE.jpg?1418927938
20804,297,test event 4,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/350/original/eve_488_lrg.jpg?1417532984
20886,297,Chris Porter,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17124/original/data?1510941590
20887,297,Shane Torres,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13034/original/data?1478541085
21485,297,Nore Davis,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17444/original/data?1513822183
22167,297,Chingo Bling,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15552/original/data?1498078285
22159,297,Paul Mecurio,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17777/original/data?1517598161
21937,297,Bret Ernst,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/273/original/Bret_Ernst.jpg?1417532077
22161,297,Sam Morril,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/12431/original/data?1474466322
21938,297,John Caparulo,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17373/original/data?1513089983
21940,297,John Caparulo,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17373/original/data?1513089983
22164,297,Robert Kelly,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13136/original/data?1479485526
22160,297,This Week: April Macie,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17778/original/data?1517598846
21796,297,Adam Cayton-Holland,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17581/original/data?1515526999
21804,297,Valentine's Day With Joe Zimmerman,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17589/original/data?1515535826
21716,297,Ari Shaffir,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16834/original/data?1508186844
22165,297,Robert Kelly,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18597/original/data?1523478927
23265,297,Tom Cotter,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1420/original/Tom_Cotter.jpg?1418935263
23262,297,Dov Davidoff,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1438/original/Dov_Davidoff_SE.jpg?1419349000
22817,297,Tammy Pescatelli,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/3727/original/Tammy_SE.jpg?1432740454
23263,297,Noah Gardenswartz,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18524/original/data?1522944535
22819,297,Ted Alexandro,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/58/original/Ted_Alexandro.jpg?1417529545
22881,297,Bill Ervolino & Jeff Norris,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18228/original/data?1520962630
23264,297,Dan Naturman,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8337/original/Dan_Naturman_SE_2.jpg?1446222740
23162,297,Eric Neumann,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18610/original/data?1523560520
23267,297,Preacher Lawson,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/17030/original/data?1509987259
22818,297,Dave Attell,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/3841/original/Dave_Attell_SE.jpg?1434380081
21715,297,Gilbert Gottfried,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/10664/original/data?1464725522
23266,297,Vladimir Caamaño,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18525/original/data?1522945318
22882,297,T.J. Miller,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8821/original/data?1449792386
23835,297,Vinnie Brand,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/3273/original/Vinnie_Brand_SE.jpg?1431367603
23791,297,Eric Neumann - LLS Benefit,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18610/original/data?1523560520
23061,297,Mike Vecchione,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18359/original/data?1521828189
21718,297,Mark Normand,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1362/original/mark_normand_SE_%281%29.jpg?1418932056
