id,event_id,start_date_time,sold_out,cancelled_at
2993,671,2013-10-11T22:00:00-07:00,False,None
2994,671,2013-10-12T19:30:00-07:00,False,None
2995,671,2013-10-12T22:00:00-07:00,False,None
2992,671,2013-10-11T19:30:00-07:00,False,None
3748,730,2014-03-21T19:30:00-07:00,False,None
3750,730,2014-03-22T19:30:00-07:00,False,None
3751,730,2014-03-22T22:00:00-07:00,False,None
3747,730,2014-03-20T20:00:00-07:00,False,None
3749,730,2014-03-21T22:00:00-07:00,False,None
5026,835,2015-01-30T21:15:00-08:00,False,None
5028,835,2015-01-31T21:15:00-08:00,False,None
5024,835,2015-01-29T19:30:00-08:00,False,None
5025,835,2015-01-30T19:00:00-08:00,False,None
5027,835,2015-01-31T19:00:00-08:00,False,None
6602,1604,2015-03-05T20:00:00-08:00,False,None
6600,1604,2015-03-06T22:00:00-08:00,False,None
6603,1604,2015-03-07T22:00:00-08:00,False,None
6601,1604,2015-03-06T19:30:00-08:00,False,None
6604,1604,2015-03-07T19:30:00-08:00,False,None
401,486,2010-09-10T20:00:00-07:00,False,None
400,486,2010-09-10T22:30:00-07:00,False,None
399,486,2010-09-11T20:00:00-07:00,False,None
398,486,2010-09-11T22:30:00-07:00,False,None
397,486,2010-09-09T20:00:00-07:00,False,None
2521,574,2013-05-04T22:00:00-07:00,False,None
1476,574,2012-02-24T19:00:00-08:00,False,None
2519,574,2013-05-03T22:00:00-07:00,False,None
1474,574,2012-02-22T20:00:00-08:00,False,None
1475,574,2012-02-23T20:00:00-08:00,False,None
1479,574,2012-02-25T21:30:00-08:00,False,None
2517,574,2013-05-02T20:00:00-07:00,False,None
2518,574,2013-05-03T19:30:00-07:00,False,None
2520,574,2013-05-04T19:30:00-07:00,False,None
1478,574,2012-02-24T21:30:00-08:00,False,None
1477,574,2012-02-25T19:00:00-08:00,False,None
4002,731,2014-05-28T20:00:00-07:00,False,None
3755,731,2014-03-13T20:00:00-07:00,False,None
3832,731,2014-04-16T20:00:00-07:00,False,None
3830,731,2014-04-02T20:00:00-07:00,False,None
3946,731,2014-05-21T20:00:00-07:00,False,None
5332,731,2014-05-21T20:00:00-07:00,False,None
5501,826,2014-12-16T20:00:00-08:00,False,None
4928,826,2014-12-16T20:00:00-08:00,False,None
471,494,2010-10-07T20:00:00-07:00,False,None
472,494,2010-10-08T20:00:00-07:00,False,None
473,494,2010-10-08T22:30:00-07:00,False,None
474,494,2010-10-09T20:00:00-07:00,False,None
475,494,2010-10-09T22:30:00-07:00,False,None
744,543,2011-02-17T20:00:00-08:00,False,None
1876,543,2012-08-18T22:00:00-07:00,False,None
747,543,2011-02-18T22:00:00-08:00,False,None
746,543,2011-02-19T19:30:00-08:00,False,None
748,543,2011-02-18T19:30:00-08:00,False,None
745,543,2011-02-19T22:00:00-08:00,False,None
1872,543,2012-08-16T20:00:00-07:00,False,None
1875,543,2012-08-18T19:30:00-07:00,False,None
1873,543,2012-08-17T19:30:00-07:00,False,None
1874,543,2012-08-17T22:00:00-07:00,False,None
2756,547,2013-08-02T22:00:00-07:00,False,None
1458,547,2012-02-03T19:00:00-08:00,False,None
1459,547,2012-02-03T21:30:00-08:00,False,None
1460,547,2012-02-04T19:00:00-08:00,False,None
1904,547,2012-09-09T19:00:00-07:00,False,None
2755,547,2013-08-02T19:30:00-07:00,False,None
2758,547,2013-08-03T22:00:00-07:00,False,None
1461,547,2012-02-04T21:30:00-08:00,False,None
1902,547,2012-09-08T19:30:00-07:00,False,None
1903,547,2012-09-08T22:00:00-07:00,False,None
2757,547,2013-08-03T19:30:00-07:00,False,None
2754,547,2013-08-01T20:00:00-07:00,False,None
986,571,2011-06-10T19:30:00-07:00,False,None
1768,571,2012-07-05T20:00:00-07:00,False,None
984,571,2011-06-08T20:00:00-07:00,False,None
987,571,2011-06-10T22:00:00-07:00,False,None
988,571,2011-06-11T19:30:00-07:00,False,None
989,571,2011-06-11T22:00:00-07:00,False,None
1770,571,2012-07-06T22:00:00-07:00,False,None
1771,571,2012-07-07T19:30:00-07:00,False,None
1772,571,2012-07-07T22:00:00-07:00,False,None
2890,571,2013-08-04T20:00:00-07:00,False,None
985,571,2011-06-09T20:00:00-07:00,False,None
1769,571,2012-07-06T19:30:00-07:00,False,None
1189,583,2011-09-10T19:30:00-07:00,False,None
1190,583,2011-09-09T22:00:00-07:00,False,None
1187,583,2011-09-08T20:00:00-07:00,False,None
1191,583,2011-09-09T19:30:00-07:00,False,None
1188,583,2011-09-10T22:00:00-07:00,False,None
2627,655,2013-05-15T19:30:00-07:00,False,None
3599,718,2014-03-28T22:00:00-07:00,False,None
3601,718,2014-03-29T22:00:00-07:00,False,None
3598,718,2014-03-28T19:30:00-07:00,False,None
3600,718,2014-03-29T19:30:00-07:00,False,None
3597,718,2014-03-27T20:00:00-07:00,False,None
4326,766,2014-08-01T19:30:00-07:00,False,None
5399,766,2014-07-31T20:00:00-07:00,False,None
4325,766,2014-07-31T20:00:00-07:00,False,None
4327,766,2014-08-01T22:00:00-07:00,False,None
4329,766,2014-08-02T22:00:00-07:00,False,None
5400,766,2014-08-01T19:30:00-07:00,False,None
5401,766,2014-08-01T22:00:00-07:00,False,None
5402,766,2014-08-02T19:30:00-07:00,False,None
5403,766,2014-08-02T22:00:00-07:00,False,None
4328,766,2014-08-02T19:30:00-07:00,False,None
4493,779,2014-09-16T20:00:00-07:00,False,None
4494,779,2014-09-17T20:00:00-07:00,False,None
2851,479,2013-09-11T21:45:00-07:00,False,None
1142,479,2011-08-26T19:30:00-07:00,False,None
1143,479,2011-08-26T22:00:00-07:00,False,None
1144,479,2011-08-27T19:30:00-07:00,False,None
2850,479,2013-09-11T19:15:00-07:00,False,None
1141,479,2011-08-25T20:00:00-07:00,False,None
1145,479,2011-08-27T22:00:00-07:00,False,None
1299,498,2011-11-04T22:00:00-07:00,False,None
2063,498,2012-11-08T20:00:00-08:00,False,None
1298,498,2011-11-04T19:30:00-07:00,False,None
481,498,2010-10-21T20:00:00-07:00,False,None
482,498,2010-10-22T20:00:00-07:00,False,None
483,498,2010-10-22T22:30:00-07:00,False,None
484,498,2010-10-23T20:00:00-07:00,False,None
485,498,2010-10-23T22:30:00-07:00,False,None
1297,498,2011-11-03T20:00:00-07:00,False,None
1300,498,2011-11-05T19:30:00-07:00,False,None
1301,498,2011-11-05T22:00:00-07:00,False,None
2064,498,2012-11-09T19:30:00-08:00,False,None
2065,498,2012-11-09T22:00:00-08:00,False,None
2066,498,2012-11-10T19:30:00-08:00,False,None
2067,498,2012-11-10T22:00:00-08:00,False,None
727,540,2010-12-08T20:00:00-08:00,False,None
758,544,2011-02-25T19:30:00-08:00,False,None
757,544,2011-02-24T20:00:00-08:00,False,None
759,544,2011-02-25T22:00:00-08:00,False,None
760,544,2011-02-26T19:30:00-08:00,False,None
761,544,2011-02-26T22:00:00-08:00,False,None
812,549,2011-03-18T22:00:00-07:00,False,None
813,549,2011-03-19T19:30:00-07:00,False,None
814,549,2011-03-19T22:00:00-07:00,False,None
2094,549,2012-12-01T19:30:00-08:00,False,None
810,549,2011-03-17T20:00:00-07:00,False,None
809,549,2011-03-16T20:00:00-07:00,False,None
811,549,2011-03-18T19:30:00-07:00,False,None
2091,549,2012-11-29T20:00:00-08:00,False,None
2092,549,2012-11-30T19:30:00-08:00,False,None
2093,549,2012-11-30T22:00:00-08:00,False,None
2095,549,2012-12-01T22:00:00-08:00,False,None
2262,553,2013-02-07T20:00:00-08:00,False,None
2263,553,2013-02-08T19:30:00-08:00,False,None
2265,553,2013-02-09T19:30:00-08:00,False,None
2266,553,2013-02-09T22:00:00-08:00,False,None
840,553,2011-04-09T22:00:00-07:00,False,None
841,553,2011-04-06T20:00:00-07:00,False,None
837,553,2011-04-08T19:30:00-07:00,False,None
838,553,2011-04-08T22:00:00-07:00,False,None
839,553,2011-04-09T19:30:00-07:00,False,None
2261,553,2013-02-06T20:00:00-08:00,False,None
2264,553,2013-02-08T22:00:00-08:00,False,None
836,553,2011-04-07T20:00:00-07:00,False,None
3594,717,2014-03-21T22:00:00-07:00,False,None
5283,717,2014-03-20T20:00:00-07:00,False,None
3592,717,2014-03-20T20:00:00-07:00,False,None
5286,717,2014-03-22T19:30:00-07:00,False,None
5287,717,2014-03-22T22:00:00-07:00,False,None
5284,717,2014-03-21T19:30:00-07:00,False,None
5285,717,2014-03-21T22:00:00-07:00,False,None
3593,717,2014-03-21T19:30:00-07:00,False,None
3595,717,2014-03-22T19:30:00-07:00,False,None
3596,717,2014-03-22T22:00:00-07:00,False,None
3334,703,2014-01-31T22:00:00-08:00,False,None
3336,703,2014-02-01T22:00:00-08:00,False,None
3333,703,2014-01-31T19:30:00-08:00,False,None
3335,703,2014-02-01T19:30:00-08:00,False,None
3332,703,2014-01-30T20:00:00-08:00,False,None
4041,745,2014-05-13T20:00:00-07:00,False,None
5354,745,2014-05-13T20:00:00-07:00,False,None
4835,784,2014-10-19T19:30:00-07:00,False,None
4519,784,2014-10-17T22:00:00-07:00,False,None
4518,784,2014-10-17T19:30:00-07:00,False,None
4521,784,2014-10-18T22:00:00-07:00,False,None
4520,784,2014-10-18T19:30:00-07:00,False,None
2401,647,2013-02-21T22:00:00-08:00,False,None
4200,754,2014-07-26T19:30:00-07:00,False,None
4198,754,2014-07-25T19:30:00-07:00,False,None
4199,754,2014-07-25T22:00:00-07:00,False,None
4197,754,2014-07-24T20:30:00-07:00,False,None
4201,754,2014-07-26T22:00:00-07:00,False,None
4503,782,2014-08-27T20:00:00-07:00,False,None
1251,507,2011-10-14T22:00:00-07:00,False,None
2229,507,2013-01-25T19:30:00-08:00,False,None
2231,507,2013-01-26T19:30:00-08:00,False,None
1253,507,2011-10-15T22:00:00-07:00,False,None
1252,507,2011-10-15T19:30:00-07:00,False,None
582,507,2010-11-05T19:30:00-07:00,False,None
2230,507,2013-01-25T22:00:00-08:00,False,None
578,507,2010-11-04T20:00:00-07:00,False,None
579,507,2010-11-06T22:00:00-07:00,False,None
1249,507,2011-10-13T20:00:00-07:00,False,None
1250,507,2011-10-14T19:30:00-07:00,False,None
2232,507,2013-01-26T22:00:00-08:00,False,None
581,507,2010-11-05T22:00:00-07:00,False,None
580,507,2010-11-06T19:30:00-07:00,False,None
2228,507,2013-01-24T20:00:00-08:00,False,None
2103,569,2012-12-13T20:00:00-08:00,False,None
2104,569,2012-12-14T19:30:00-08:00,False,None
2106,569,2012-12-15T19:30:00-08:00,False,None
958,569,2011-04-28T20:00:00-07:00,False,None
959,569,2011-04-29T19:30:00-07:00,False,None
960,569,2011-04-29T22:00:00-07:00,False,None
961,569,2011-04-30T19:30:00-07:00,False,None
962,569,2011-04-30T22:00:00-07:00,False,None
2105,569,2012-12-14T22:00:00-08:00,False,None
2102,569,2012-12-12T20:00:00-08:00,False,None
2107,569,2012-12-15T22:00:00-08:00,False,None
2253,569,2012-12-15T19:35:00-08:00,False,None
3645,722,2014-04-20T19:30:00-07:00,False,None
3644,722,2014-04-20T16:20:00-07:00,False,None
4588,787,2014-09-02T20:00:00-07:00,False,None
5437,787,2014-09-02T20:00:00-07:00,False,None
4500,780,2014-08-20T20:00:00-07:00,False,None
4572,786,2014-11-08T19:30:00-08:00,False,None
4573,786,2014-11-08T22:00:00-08:00,False,None
4569,786,2014-11-06T20:00:00-08:00,False,None
4570,786,2014-11-07T19:30:00-08:00,True,None
4571,786,2014-11-07T22:00:00-08:00,False,None
4648,798,2014-11-01T22:00:00-07:00,False,None
4645,798,2014-10-31T19:30:00-07:00,False,None
4644,798,2014-10-30T20:00:00-07:00,False,None
4646,798,2014-10-31T22:00:00-07:00,False,None
4647,798,2014-11-01T19:30:00-07:00,False,None
4815,816,2014-12-07T16:20:00-08:00,True,None
457,491,2010-08-25T20:00:00-07:00,False,None
1819,511,2012-07-21T19:30:00-07:00,False,None
1818,511,2012-07-20T22:00:00-07:00,False,None
1817,511,2012-07-20T19:30:00-07:00,False,None
1820,511,2012-07-21T22:00:00-07:00,False,None
592,511,2010-11-19T19:30:00-08:00,False,None
591,511,2010-11-19T22:00:00-08:00,False,None
588,511,2010-11-18T20:00:00-08:00,False,None
590,511,2010-11-20T19:30:00-08:00,False,None
589,511,2010-11-20T22:00:00-08:00,False,None
2437,648,2013-04-06T22:00:00-07:00,False,None
2435,648,2013-04-05T22:00:00-07:00,False,None
2433,648,2013-04-04T20:00:00-07:00,False,None
2434,648,2013-04-05T19:30:00-07:00,False,None
2436,648,2013-04-06T19:30:00-07:00,False,None
4175,753,2014-06-27T19:30:00-07:00,False,None
4177,753,2014-06-28T19:30:00-07:00,False,None
4178,753,2014-06-28T22:00:00-07:00,False,None
4176,753,2014-06-27T22:00:00-07:00,False,None
4174,753,2014-06-26T20:00:00-07:00,False,None
4032,743,2014-07-11T19:30:00-07:00,False,None
4034,743,2014-07-12T19:30:00-07:00,False,None
4031,743,2014-07-10T20:00:00-07:00,False,None
4033,743,2014-07-11T22:00:00-07:00,False,None
4035,743,2014-07-12T22:00:00-07:00,False,None
3768,732,2014-04-19T22:00:00-07:00,False,None
3764,732,2014-04-17T20:00:00-07:00,False,None
3765,732,2014-04-18T19:30:00-07:00,False,None
3767,732,2014-04-19T19:30:00-07:00,False,None
3766,732,2014-04-18T22:00:00-07:00,False,None
732,541,2011-01-08T22:00:00-08:00,False,None
731,541,2011-01-08T19:30:00-08:00,False,None
750,541,2011-01-06T22:15:00-08:00,False,None
730,541,2011-01-07T22:00:00-08:00,False,None
728,541,2011-01-06T20:00:00-08:00,False,None
729,541,2011-01-07T19:30:00-08:00,False,None
815,550,2011-03-09T20:00:00-08:00,False,None
1316,550,2011-11-16T20:00:00-08:00,False,None
1401,550,2011-11-16T19:00:00-08:00,False,None
2090,550,2012-11-07T20:00:00-08:00,False,None
849,554,2011-04-15T19:30:00-07:00,False,None
1964,554,2012-09-29T22:00:00-07:00,False,None
1613,554,2012-02-28T19:00:00-08:00,False,None
1963,554,2012-09-29T19:30:00-07:00,False,None
1962,554,2012-09-28T22:00:00-07:00,False,None
850,554,2011-04-15T22:00:00-07:00,False,None
852,554,2011-04-16T22:00:00-07:00,False,None
1612,554,2012-03-29T20:00:00-07:00,False,None
1614,554,2012-03-30T21:30:00-07:00,False,None
1615,554,2012-03-31T19:00:00-07:00,False,None
1616,554,2012-03-31T21:30:00-07:00,False,None
851,554,2011-04-16T19:30:00-07:00,False,None
1960,554,2012-09-27T20:00:00-07:00,False,None
1961,554,2012-09-28T19:30:00-07:00,False,None
4517,783,2014-10-11T22:00:00-07:00,False,None
4516,783,2014-10-11T19:30:00-07:00,False,None
4513,783,2014-10-09T20:00:00-07:00,False,None
4515,783,2014-10-10T22:00:00-07:00,False,None
4514,783,2014-10-10T19:30:00-07:00,False,None
4969,831,2014-11-26T20:00:00-08:00,False,None
2172,639,2012-12-22T22:00:00-08:00,False,None
2169,639,2012-12-21T19:30:00-08:00,False,None
2167,639,2012-12-19T20:00:00-08:00,False,None
2168,639,2012-12-20T20:00:00-08:00,False,None
2170,639,2012-12-21T22:00:00-08:00,False,None
2171,639,2012-12-22T19:30:00-08:00,False,None
4501,781,2014-08-13T20:00:00-07:00,False,None
2438,649,2013-04-03T20:00:00-07:00,False,None
4784,810,2014-11-04T20:00:00-08:00,False,None
5476,810,2014-11-04T20:00:00-08:00,False,None
1107,492,2011-08-20T19:30:00-07:00,False,None
1105,492,2011-08-19T19:30:00-07:00,False,None
1108,492,2011-08-20T22:00:00-07:00,False,None
1106,492,2011-08-19T22:00:00-07:00,False,None
3340,704,2014-02-08T19:30:00-08:00,False,None
3341,704,2014-02-08T22:00:00-08:00,False,None
3337,704,2014-02-06T20:00:00-08:00,False,None
5249,704,2014-02-06T20:00:00-08:00,False,None
3339,704,2014-02-07T22:00:00-08:00,False,None
3338,704,2014-02-07T19:30:00-08:00,False,None
5376,757,2014-08-01T22:00:00-07:00,False,None
4238,757,2014-08-02T22:00:00-07:00,False,None
5374,757,2014-07-31T20:00:00-07:00,False,None
4234,757,2014-07-31T20:00:00-07:00,False,None
4235,757,2014-08-01T19:30:00-07:00,False,None
4236,757,2014-08-01T22:00:00-07:00,False,None
4237,757,2014-08-02T19:30:00-07:00,False,None
5375,757,2014-08-01T19:30:00-07:00,False,None
5377,757,2014-08-02T19:30:00-07:00,False,None
5378,757,2014-08-02T22:00:00-07:00,False,None
4590,789,2014-09-16T20:00:00-07:00,False,None
5439,789,2014-09-16T20:00:00-07:00,False,None
4522,785,2014-10-24T19:30:00-07:00,False,None
4525,785,2014-10-25T22:00:00-07:00,False,None
4524,785,2014-10-25T19:30:00-07:00,False,None
4523,785,2014-10-24T22:00:00-07:00,False,None
2184,483,2012-12-31T19:30:00-08:00,False,None
2185,483,2012-12-31T22:00:00-08:00,False,None
654,483,2010-12-31T19:30:00-08:00,False,None
655,483,2010-12-31T22:00:00-08:00,False,None
2119,638,2012-11-23T22:00:00-08:00,False,None
2118,638,2012-11-23T19:30:00-08:00,False,None
2121,638,2012-11-24T22:00:00-08:00,False,None
2120,638,2012-11-24T19:30:00-08:00,False,None
2522,651,2013-05-16T20:00:00-07:00,False,None
2523,651,2013-05-17T19:30:00-07:00,False,None
2524,651,2013-05-17T22:00:00-07:00,False,None
2525,651,2013-05-18T19:30:00-07:00,False,None
2526,651,2013-05-18T22:00:00-07:00,False,None
3825,733,2014-05-08T20:00:00-07:00,False,None
3826,733,2014-05-09T19:30:00-07:00,False,None
3829,733,2014-05-10T22:00:00-07:00,False,None
3828,733,2014-05-10T19:30:00-07:00,False,None
3827,733,2014-05-09T22:00:00-07:00,False,None
470,493,2010-10-02T22:30:00-07:00,False,None
466,493,2010-09-30T20:00:00-07:00,False,None
467,493,2010-10-01T20:00:00-07:00,False,None
468,493,2010-10-01T22:30:00-07:00,False,None
469,493,2010-10-02T20:00:00-07:00,False,None
4782,808,2014-11-05T20:00:00-08:00,False,None
3012,673,2013-09-22T19:30:00-07:00,False,None
4854,818,2014-11-12T20:00:00-08:00,False,None
6924,1700,2015-04-02T19:15:00-07:00,False,None
8812,1700,2015-04-02T21:30:00-07:00,False,None
7944,1958,2015-05-09T22:00:00-07:00,False,None
7943,1958,2015-05-09T19:30:00-07:00,False,None
7942,1958,2015-05-08T22:00:00-07:00,False,None
7941,1958,2015-05-08T19:30:00-07:00,False,None
7940,1958,2015-05-07T20:00:00-07:00,False,None
4785,811,2014-11-11T20:00:00-08:00,False,None
5477,811,2014-11-11T20:00:00-08:00,False,None
6887,1688,2015-04-17T19:30:00-07:00,False,None
6888,1688,2015-04-16T20:00:00-07:00,False,None
6886,1688,2015-04-17T22:00:00-07:00,False,None
6889,1688,2015-04-18T22:00:00-07:00,False,None
6890,1688,2015-04-18T19:30:00-07:00,False,None
7909,1950,2015-03-19T20:00:00-07:00,False,None
2673,624,2013-06-08T22:00:00-07:00,False,None
2672,624,2013-06-08T19:00:00-07:00,False,None
10394,2488,2015-06-13T19:30:00-07:00,False,None
10392,2488,2015-06-12T22:00:00-07:00,False,None
10393,2488,2015-06-11T20:00:00-07:00,False,None
10391,2488,2015-06-12T19:30:00-07:00,False,None
10395,2488,2015-06-13T22:00:00-07:00,False,None
6884,1687,2015-04-11T22:00:00-07:00,False,None
