id,venue_id,name,logo_url
1296,21,Special Event: Joey Diaz,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/511/original/Joey_Diaz_SE.jpg?1417534886
1663,21,See You In Hell,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1750/original/BUF_SeeYouInHell_SE_021715.jpg?1424207251
1279,21,Open Mic (FREE) - Tuesday  Jan 27th at 8pm,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/551/original/SeatEngine_OpenMic.jpg?1417535360
1277,21,Open Mic (FREE) - Tuesday  Jan 13th at 8pm,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/551/original/SeatEngine_OpenMic.jpg?1417535360
1002,21,FREE Comedy & Trivia Night (June 11th at 8pm),
1018,21,Open Mic (FREE) - Tuesday  August 19th at 8pm,
1278,21,Open Mic (FREE) - Tuesday  Jan 20th at 8pm,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/551/original/SeatEngine_OpenMic.jpg?1417535360
868,21,Special Event - Jim Norton!,
869,21,Rich Vos,
870,21,Tammy Pescatelli,
873,21,Special Event-DL Hughley!,
874,21,Rachel Feinstein,
877,21,Godfrey Zoolander,
879,21,Open Mic Night,
875,21,Buffalo Laugh Off Finals,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/660/original/Pablo_Francisco.jpg?1417536655
876,21,Suzanne Westenhoefer Letterman,
882,21,Joe DeRosa Opie and Anthony,
881,21,Special Event - Mike Birbiglia - Working It Out,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/690/original/Gabe_Dinger_SE.jpg?1417537018
884,21,Mitch Fatel The Tonight Show,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1174/original/eve_2158_lrg.jpg?1418230516
885,21,JB Smoove Curb Your Enthusiasm,
880,21,Open Mic Night,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/687/original/staceyhallal_med.jpg?1417536981
878,21,Open Mic Night,
883,21,Steve Rannazzisi  FX's The League,
890,21,Eclectic Company 15 yr Anniversary Show!,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/714/original/Ryan_Hamilton.jpg?1417537485
899,21,Doug Benson From Doug Loves Movies Stand Up Show,
898,21,Pete Correale,
902,21,Marc Maron From IFC's Maron  Conan & WTF Podcast,
900,21,Goo House at Helium,
909,21,Christopher Titus- Special Event,
905,21,Rory Scovel Late Night with Jimmy Fallon,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/736/original/Tide_of_Hope.jpg?1417537744
913,21,Robert Kelly,
910,21,48 Hour Film Project,
916,21,Baron Vaughn,
920,21,Buffalo's Funniest Person Contest - Prelims,
915,21,Ian Bagg - Late Night with Conan O'Brien,
919,21,Don DC Curry,
918,21,John Heffron,
927,21,Helium Host Hunt!,
925,21,Open Mic,
930,21,Tommy Davidson - Special Event,
932,21,Bryan Callen,
928,21,Pablo Francisco - Special Event,
936,21,Open Mic Night,
921,21,Buffalo's Funniest Person Contest - Semi's,
949,21,Kevin Meaney,
952,21,Orny Adams,
951,21,Big Jay Oakerson,
954,21,Joey Diaz,
942,21,Tom Cotter,
941,21,Dom Irrera,
955,21,Aries Spears - Special Event,
953,21,Dan Naturman,
956,21,New Year's Eve w/ Dan Soder & James Davis!,
958,21,Hal Sparks,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/949/original/Clayton_Williams_SE.jpg?1417540326
959,21,Steve O - Special Event,
957,21,Service Industry Night,
961,21,Ari Shaffir,
963,21,Judah Friedlander - Special Event,
964,21,Dana Gould,
966,21,Michael Ian Black - Special Event,
967,21,Iliza Shlesinger,
992,21,FREE Open Mic (May 13 at 8pm),
993,21,FREE Open Mic (May 20 at 8pm),
1016,21,Open Mic (FREE) - Tuesday  August 5th at 8pm,
1010,21,Star Wars Comedy and Trivia - July 23 at 8pm,
1017,21,Open Mic (FREE) - Tuesday  August 12th at 8pm,
1027,21,Tim Meadows - Special Event,
1021,21,Comedy and Trivia - Wednesday  August 20th at 8pm,
1034,21,Open Mic (FREE) - Tuesday  Sept 2nd at 8pm,
1019,21,Open Mic (FREE) - Tuesday  August 26th at 8pm,
1036,21,Open Mic (FREE) - Tuesday  Sept 16th at 8pm,
1035,21,Open Mic (FREE) - Tuesday  September 9th at 8pm,
1038,21,Open Mic (FREE) - Tuesday  Sept 30th at 8pm,
1041,21,Open Mic (FREE) - Tuesday  October 21st at 8pm,
1040,21,Open Mic (FREE) - Tuesday  Oct 14th at 8pm,
1045,21,Helium Presents: Seaton Smith,
974,21,Jim Florentine - Special Event,
975,21,Tammy Pescatelli,
971,21,Al Madrigal,
978,21,Dave Attell - Special Event,
980,21,Donnell Rawlings (Ashy Larry),
979,21,Kurt Metzger,
981,21,The Dirty Dozen,
985,21,Deray Davis - Special Event,
983,21,Wil Anderson,
984,21,Anjelah Johnson - Special Event,
987,21,Gilbert Gottfried - Special Event,
988,21,Tom Segura,
986,21,Carly Aquilino,
1028,21,Helium Presents: Todd Barry,
989,21,Dirty Dozen,
995,21,Rachel Feinstein,
998,21,Mick Foley - Special Event,
1000,21,Sarah Colonna,
1004,21,Buffalo's Funniest Person Semi-finals,
1007,21,Charlie Murphy - Special Event,
1006,21,Rich Vos,
1001,21,T-Shirt Night! Buffalo's Funniest Person Preliminaries,
1008,21,Pete Holmes - Special Event,
1005,21,Buffalo's Funniest Person Finals,
1011,21,Helium Presents: Dirty Dozen,
1003,21,Earthquake - Special Event,
1013,21,The Undone Sweaters,
1012,21,Chip Chantry,
1015,21,Open Mic (FREE) - Tuesday  July 29th at 8pm,
1025,21,Sebastian Maniscalco - Special Event,
1023,21,Helium Presents: Lachlan Patterson,
1030,21,Helium Presents: Super Awesome Show!,
1026,21,Tim Meadows - Special Event,
1024,21,Lil Duval - Special Event,
1031,21,Margaret Cho - Special Event,
1029,21,Burlesque and Comedy Show,
1033,21,Tom Cotter - Special Event,
1032,21,John Leguizamo - Special Event,
1039,21,Open Mic (FREE) - Tuesday  Oct 7th at 8pm,
1042,21,Helium Presents: Adam Newman,
1043,21,Helium Presents: Burlesque and Comedy Show,
1046,21,Helium Presents: Comedy Smackdown!,
1047,21,Helium Presents: Wendy Liebman,
1048,21,Helium Presents: Monroe Martin,
1066,21,Helium Presents: Owen Benjamin,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1211/original/owen_Benjamin.jpg?1418824144
1080,21,Open Mic (FREE) - Tuesday  Dec 30th at 8pm,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/551/original/SeatEngine_OpenMic.jpg?1417535360
1071,21,Helium Presents: Sean Patton,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/530/original/Sean_Patton.jpg?1417535111
1059,21,Open Mic (FREE) - Tuesday  Oct 28th at 8pm,
1077,21,Open Mic (FREE) - Tuesday  Dec 9th at 8pm,
1076,21,Open Mic (FREE) - Tuesday  Dec 2nd at 8pm,
1297,21,Helium Presents: Josh Blue,
1084,21,Special Event: Eddie Pepitone,
1065,21,Helium Presents: Jen Kirkman,
