id,venue_id,name,logo_url
671,5,Michael Blackson,
730,5,Ted Alexandro,
835,5,Special Event: Marlon Wayans,
1604,5,Helium Presents: Ari Shaffir,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/443/original/Ari_Shaffir.jpg?1417534080
486,5,Greg Proops from Whose Line Is It Anyway?,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/276/original/Erin_Jackson.jpg?1417532113
574,5,Bert Kreischer Trip Flip,
731,5,The Dirty Dozen Show,
826,5,Open Mic (FREE) - Tuesday  Dec 16th at 8pm,
494,5,Greg Giraldo from NBC's Last Comic Standing,
543,5,Brian Posehn from The Sarah Silverman Program,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/383/original/Dave_Attell.jpg?1417533373
547,5,Kevin Nealon SNL Special Engagement,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/387/original/eve_712_lrg.jpg?1417533419
571,5,Kyle Kinane from Comedy Central Presents...,
583,5,David Koechner,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/455/original/Richard_Lewis.jpg?1417534222
706,5,Dan Soder and Adam Ray,
655,5,Nick Cannon,
718,5,Kurt Braunohler,
766,5,Sarah Colonna,
779,5,Regional Talent Showcase,
479,5,Maria Bamford,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1079/original/eve_139_lrg.jpg?1418230335
498,5,Norm Macdonald from SNL,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/336/original/Louis_Katz_SE.png?1417532819
540,5,Doug Mellard from Live at Gotham,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/379/original/John_Mulaney.jpg?1417533325
544,5,Jim Norton from Louie,
549,5,John Mulaney  Writer for Saturday Night Live,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1127/original/eve_378_lrg.jpg?1418230422
553,5,Aries Spears from MADtv,
717,5,Kevin Pollak - Special Event,
703,5,Brian Posehn - Special Event,
745,5,FREE Open Mic (Tuesday  May 13 at 8pm),
784,5,Dave Attell - Special Event,
647,5,Eddie Pepitone - Special Event,
754,5,Todd Glass,
782,5,105.1 The Buzz Comedy Night,
507,5,The Sklar Brothers from United Stats of America,
569,5,Gary Gulman from NBC's Last Comic Standing,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1137/original/eve_473_lrg.jpg?1418230441
722,5,Doug Benson - Stand up - Special Event,
787,5,Open Mic (FREE) - Tuesday  Sept 2nd at 8pm,
780,5,Test Tube - hosted by Steven Wilber,
786,5,Margaret Cho - Special Event,
798,5,Helium Presents: Sarah Colonna,
816,5,Doug Loves Movies  LIVE Podcast - Special Event,
491,5,Reggie Watts from Michael & Michael Have Issues,
511,5,Hal Sparks from Queer as Folk & Talk Soup,
648,5,Iliza Shlesinger - Winner of Last Comic Standing,
753,5,Jamie Lee,
743,5,Tom Rhodes,
732,5,Carmen Lynch,
541,5,Kevin Hart from Comedy Central's Seriously Funny,
550,5,Scientist Turned Comedian  Tim Lee,
554,5,Dana Gould,
783,5,Helium Presents: Sklar Brothers,
831,5,Helium Hosts: The Next Generation,
639,5,Sean Patton Conan,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/648/original/eve_2838_lrg.jpg?1417536513
781,5,The Dirty Dozen (Test your comedic limits),
649,5,Comedy Hypnotist The Incredible Boris,
810,5,Open Mic (FREE) - Tuesday  November 4th at 8pm,
492,5,Reggie Watts,
704,5,Tom Segura,
757,5,Bobby Lee - Special Event,
789,5,Open Mic (FREE) - Tuesday  Sept 16th at 8pm,
785,5,Tom Green - Special Event,
483,5,New Year's Eve with Jimmy Pardo!,
638,5,Special Event - Tommy Chong,
651,5,Bryan Callen from The Hangover,
733,5,Carly Aquilino / Andrew Schulz,
493,5,Matt Braunger from MADtv,
808,5,Test Tube: Hosted by Steven Wilber,
673,5,Jake Johannsen,
818,5,The Comedy Bull,
1700,5,Special Event: Comedy Showcase w/ Chris Kattan!,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/691/original/Todd_Armstrong_SE.jpg?1417537029
1958,5,Special Event: Bryan Callen,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/586/original/Bryan_Callen.jpg?1417535775
811,5,Open Mic (FREE) - Tuesday  November 11th at 8pm,
7442,5,Portland's Funniest Winner Showcase,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/7867/original/ALL_Generic_SE_EventImg_071315.jpg?1443012435
1688,5,Special Event: Tommy Davidson,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/297/original/Tommy_SE.jpg?1417532359
