id,venue_id,name,logo_url
13367,1,Special Event: Bert Kreischer - CALL IN SICK TO WORK SHOW (12:00PM SHOW),https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/10050/original/data?1460554348
13665,1,Special Event: Dan Naturman,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/527/original/Dan_Naturman.jpg?1417535075
12361,1,Special Event: Richard Lewis,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/8336/original/Richard_Lewis_SE.jpg?1446220368
14163,1,Helium Presents: Andrew Schulz,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/8747/original/data?1449246023
14164,1,Special Event: Todd Glass,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/78/original/Todd_Glass.jpg?1417529785
14161,1,Special Event: Blake Wexler,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13517/original/data?1482344672
13089,1,Special Event: D.L. Hughley,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/8109/original/DL_Hughley_2015_SE.jpg?1444684174
14171,1,Helium Presents: Josh Wolf,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/8346/original/Josh_Wolf_SE_2.jpg?1446225071
14175,1,Special Event: Adam Ferrara,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/16/original/Adam_Ferrara_SE.jpg?1417529054
14154,1,Helium Presents: Mary Radzinski,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13077/original/data?1478876562
17238,1,2017 Philly's Phunniest - Preliminary Round,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15297/original/data?1496236191
13587,1,Helium Presents: Dan Soder,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1282/original/Dan_Soder_SE.jpg?1418927938
15431,1,Helium Presents: Dana Gould,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/313/original/Dana_Gould.jpg?1417532548
15430,1,Special Event: Michael Ian Black,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13988/original/data?1486467854
14165,1,Special Event: Bob Marley,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/8749/original/data?1449246171
14162,1,Helium Presents: Guy Torry,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/12694/original/data?1476197373
14166,1,Helium Presents: Sarah Tiana,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/7108/original/Sara_Tiana_SE.jpg?1439845552
13472,1,Special Event: Gary Owen,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/8753/original/data?1449246635
14176,1,Helium Presents: Colin Kane,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/9794/original/data?1458576801
13471,1,Special Event: Demetri Martin,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/12693/original/data?1476196862
15429,1,Helium Presents: Keith Robinson,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/121/original/Keith_Robinson.jpg?1417530289
8794,1,Helium Presents: Burlesque & Comedy!,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1254/original/Burlesque_-_Generic.jpg?1418921485
11563,1,Helium Presents: Justin Willman,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1978/original/Justin_Willman_SE.jpg?1424976509
14746,1,Special Event: Craig Shoemaker,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13412/original/data?1481670304
14745,1,Special Event: Brad Williams,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/11585/original/data?1469737373
13088,1,Helium Presents: Fahim Anwar,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/12293/original/data?1473692867
14891,1,Fullscreen Live - AmandasChronicles,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13519/original/data?1482345148
15896,1,Stand Up For Pits,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14141/original/data?1487274156
14898,1,Buffalo Sabres vs. Carolina Hurricanes 5PM Pregame / 7PM Game,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13523/original/data?1482348837
10934,1,Special Event: Gary Gulman,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1442/original/Gary_Gulman_SE.jpg?1419355133
14364,1,Special Event: Ben Bailey,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1726/original/Ben_Bailey_SE.jpg?1423164590
15077,1,Special Event: Valentine's Day with Chip Chantry,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13620/original/data?1483560744
14366,1,Helium Presents: Pat House,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13179/original/data?1479829932
13540,1,Sorry We're Closed,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/7889/original/Closed_Sign_Web.jpg?1443204257
12172,1,Helium Presents: Digital Graffiti,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16921/original/data?1508965829
17552,1,Special Event: Christopher Titus,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15345/original/data?1496759058
15838,1,Special Event: Steve-O,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13918/original/data?1486031877
17562,1,Special Event: Drew Lynch,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8053/original/Drew_Lynch_SE.jpg?1444246105
15841,1,Helium Presents: Greg Fitzsimmons,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8341/original/Greg_Fitzsimmons_SE_2.jpg?1446223258
16605,1,Special Event: Tommy Davidson,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/297/original/Tommy_SE.jpg?1417532359
16445,1,Special Event: John Heffron,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/7497/original/J_Heffron_2015_SE.jpg?1441810523
16751,1,Special Event: Comedians of Opie Radio,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14684/original/data?1491416044
17643,1,Helium Presents: Dov Davidoff,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1438/original/Dov_Davidoff_SE.jpg?1419349000
16448,1,Special Event: Doug Loves Movies Podcast,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/127/original/Doug_Loves_Movies_SE.jpg?1417530360
14168,1,Helium Presents: Mark Normand,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/11061/original/data?1466700027
15538,1,Claude Giroux Foundation Event at Helium Comedy Club,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13905/original/data?1485975741
16481,1,Test event 9,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/579/original/Finesse_Mitchell.jpg?1417535692
15524,1,Helium Presents: Fresh Ten,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/13855/original/data?1485551610
15939,1,Like2Laugh Presents: 11th Annual March Comedy Madness - Bracket of 16,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/454/original/data?1487366436
16190,1,Special Event: Dick Gregory,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14299/original/data?1488825374
15542,1,I Love You  I Hate You - Azuka Theatre,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13876/original/data?1485801922
17973,1,Helium Presents: Stand Up NBC Semi-Final Showcase,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15500/original/data?1497878716
16212,1,Helium Presents: Carmen Lynch,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1261/original/Carmen_Lynch.jpg?1418924282
8800,1,Helium Presents: The Dirty Dozen (Test Your Comedic Limits),https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/2565/original/Sinful-six.png?1428606485
16862,1,Brad Trackman's New Talent Showcase,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14755/original/data?1492109368
22770,1,Special Event: John Heffron,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/7497/original/J_Heffron_2015_SE.jpg?1441810523
15599,1,Special Event: Lil Duval,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13920/original/data?1486048560
15600,1,Special Event: Ryan Davis,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13793/original/data?1485185683
17321,1,Special Event: Steve Rannazzisi,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8339/original/Steve_Rannazzisi_SE.jpg?1446222997
17317,1,Special Event: Adele Givens,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/11487/original/data?1469459902
11920,1,Test Event for Laughing Skull,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/1440/original/Jim_Breuer_SE.jpg?1419354778
16271,1,Fullscreen Live - DK4L,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14361/original/data?1489153151
17319,1,Special Event: Arnez J,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/3682/original/arnez_J_SE.jpg?1431963531
15641,1,Claude Giroux Foundation Event ($200 on Flyers site),https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/13905/original/data?1485975741
17882,1,StandUp NBC Audition,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15424/original/data?1497296386
17210,1,Helium Presents: Host Showdown,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15008/original/data?1493828993
17550,1,Special Event: Pauly Shore,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/11062/original/data?1466705605
16602,1,Special Event: Lavell Crawford,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/152/original/Lavell_Crawford.jpg?1417530654
16604,1,Special Event: Craig Robinson,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/52/original/Craig_Robinson_SE.jpg?1417529475
16603,1,Helium Presents: Owen Benjamin,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1211/original/owen_Benjamin.jpg?1418824144
17091,1,Special Event: Mitch Fatel,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/235/original/Mitch_fatel_SE.jpg?1417531630
17090,1,Special Event: Tuesdays With Stories LIVE w/ guest Doug Benson,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/14932/original/data?1493230771
16601,1,Special Event: Aries Spears,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/311/original/Aries_Spears3_SE.jpg?1417532524
20736,1,Special Event: The Hodgetwins,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/11856/original/data?1471358679
6329,1,Helium Comedy Club Presents: Sidekicks,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16177/original/data?1503323997
16711,1,Helium Presents: Jamie Lee,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1322/original/Jamie_Lee.jpg?1418930111
18448,1,Helium Presents: Steve Byrne,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/9332/original/data?1454357997
18449,1,Special Event: Bryan Callen,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16560/original/data?1506690007
18450,1,Special Event: Rod Man,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8058/original/Rod_Man_SE.jpg?1444248898
18459,1,Special Event: wellRED - From Dixie With Love Tour,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/11807/original/data?1471032586
18457,1,Special Event: Gad Elmaleh,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15765/original/data?1499794007
17716,1,Helium Presents: Joe Machi,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/1761/original/Joe_Machi_SE.jpg?1424701007
17719,1,Special Event: Hari Kondabolu,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/637/original/Hari_Kari.jpg?1417536383
15866,1,Sorry We're Closed,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/7889/original/Closed_Sign_Web.jpg?1443204257
18458,1,Special Event: Gad Elmaleh,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15811/original/data?1500045714
18045,1,Special Event: James Davis,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15708/original/data?1499361939
17997,1,2017 Philly's Phunniest - Championships,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15503/original/data?1497880591
8796,1,Philadelphia Improv Academy Grad Show,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8317/original/ALL_Generic_SE_EventImg_071315.jpg?1446054189
17996,1,2017 Philly's Phunniest - Semi-Final Round,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15502/original/data?1497880556
18046,1,Special Event: John Witherspoon,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/9225/original/data?1453489369
17995,1,2017 Philly's Phunniest - Quarterfinal Round,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15501/original/data?1497880504
17559,1,Special Event: Jon Lovitz,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/8314/original/Jon_Lovtiz_2015_SE.jpg?1446040405
18044,1,Special Event: Sean Donnelly,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15549/original/data?1498065738
17057,1,Special Event: Heather McDonald,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/10031/original/data?1460491447
18512,1,Helium Presents: Vinnie Brand,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/3273/original/Vinnie_Brand_SE.jpg?1431367603
20182,1,Special Event: Ari Shaffir Presents The Wandering Jew Tour,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16834/original/data?1508186844
22626,1,Special Event: Don Jamieson,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/18060/original/data?1519850783
9807,1,Helium Presents: TOP SECRET Stand-Up Confidential,https://d1uztnrmshzmzd.cloudfront.net/talent/headshots/photos/9622/original/data?1457032923
19260,1,Special Event: Jess Hilarious (SOLD OUT),https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/16262/original/data?1504277959
18669,1,Helium Presents: Comics Against Humanity,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/11184/original/data?1467393117
19263,1,Helium Presents: Hal Sparks,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15973/original/data?1501697015
19261,1,Special Event: Big Jay Oakerson,https://s3.amazonaws.com/seat-engine-files-production/talent/headshots/photos/15755/original/data?1499701756
